user_id,acquisition_date,acquisition_channel,acquisition_campaign
6517,2024-02-28,Google Display,28.0
6518,2024-03-28,Google Search,36.0
6519,2023-12-17,Google Display,38.0
6520,2024-01-09,Instagram Ads,36.0
6521,2023-12-17,ORGANIC_SEARCH,22.0
6522,16/12/2023,Organic Search,29.0
6523,2024-03-11,Facebook Ads,12.0
6524,2024-02-26,TikTok Ads,50.0
6525,26/04/2024,Google Display,22.0
6526,2024-01-19,Instagram Ads,27.0
6527,2024-03-03,Organic Search,35.0
6528,2024-02-06,TikTok Ads,38.0
6529,2024-01-05,Instagram Ads,21.0
6530,2024-01-25,FB Ads,27.0
6531,2024-02-28,Gogle Search,34.0
6532,2024-04-21,TikTok Ads,32.0
6533,2023-12-06,Organic Search,25.0
6534,2024-01-07,Direct ,38.0
6535,2024-03-14,Direct ,36.0
6536,2024-03-18,Organic Search,37.0
6537,2024-02-27,,12.0
6538,2024-04-04,Referral,26.0
6539,09/03/2024,Referral,16.0
6540,09/12/2023,Direct,49.0
6541,2024-01-29,tik_tok_ads,51.0
6542,2024-01-12,GOOGLE SEARCH,31.0
6543,2023-12-25,Facebook Ads,22.0
6544,2024-01-14,,36.0
6545,08/01/2024,Direct,10.0
6546,2024-03-24,,21.0
6547,2024-02-12,Instagram Ads,11.0
6548,2024-04-13,Organic Search,51.0
6549,2024-03-09,TikTok Ads,27.0
6550,2024-02-15,Facebook Ads,29.0
6551,2024-02-04,TikTok Ads,11.0
6552,invalid,Instagram Ads,41.0
6553,2024-01-09,TikTok Ads,41.0
6554,2024-04-23,Direct,4.0
6555,21/04/2024,Referral,16.0
6556,2024-01-07,Facebook Ads,34.0
6557,2024-03-22,Direct,35.0
6558,2024-03-05,Google Search,
6559,2024-04-08,Google Search,12.0
6560,2024-01-23,Facebook Ads,18.0
6561,2023-12-29,Google Search,32.0
6562,2024-02-11,Email,29.0
6563,2023-12-20,Direct,22.0
6564,2024-01-16,Email,18.0
6565,2024-04-20,Google Search,25.0
6566,2024-01-07,insta_Ads,24.0
6567,2024-04-26,Instagram Ads,48.0
6568,2024-02-08,Instagram Ads,21.0
6569,2024-04-18,Instagram Ads,11.0
6570,2024-02-21,Email,9.0
6571,2024-02-06,,32.0
6572,invalid,REFERRAL,41.0
6573,2023-12-16,Organic  Search,43.0
6574,2024-04-26,TikTok Ads,7.0
6575,2023-12-03,insta_Ads,21.0
6576,2024-02-16,,51.0
6577,2024-01-14,Facebook Ads,52.0
6578,2024-04-12,tik_tok_ads,54.0
6579,2024-02-12,TikTok Ads,38.0
6580,2023-12-14,Facebok Ads,22.0
6581,2024-03-15,TikTok Ads,16.0
6582,2024-03-08,Organic Search,16.0
6583,2024-02-14,Direct,9.0
6584,2024-01-22,DIRECT,2.0
6585,2024-03-19,Direct ,8.0
6586,2023-12-04,Google  Search,8.0
6587,2023-12-13,Google Display,23.0
6588,2024-01-14,Email,1.0
6589,29/04/2024,REFERRAL,23.0
6590,2024-02-07,Google Search,45.0
6591,2023-12-19,Organic Search,39.0
6592,2024-02-14,Facebook Ads,11.0
6593,invalid,TikTok Ads,12.0
6594,2024-03-06,Organic Search,23.0
6595,2023-12-28,TikTok Ads,35.0
6596,2024-01-01,Instagram Ads,21.0
6597,2024-03-10,Google Search,11.0
6598,,Email,39.0
6599,03/01/2024,insta_Ads,44.0
6600,2024-01-02,Referral,7.0
6601,2024-01-03,Facebook Ads,23.0
6602,2024-04-06,Direct,14.0
6603,2024-01-26,Google Search,24.0
6604,2024-02-17,TikTok Ads,3.0
6605,2024-02-15,Organic Search,25.0
6606,2024-02-20,Organic Search,48.0
6607,2023-12-04,Referral,14.0
6608,2024-01-02,Facebok Ads,32.0
6609,2023-12-14,Google Search,43.0
6610,2024-04-06,Google Display,12.0
6611,05/12/2023,Facebook Ads,48.0
6612,2023-12-28,TikTok Ads,19.0
6613,2024-02-04,Organic Search,25.0
6614,2024-02-18,Direct,51.0
6615,2024-03-20,google display,46.0
6616,2024-04-27,Instagram Ads,4.0
6617,2024-03-16,referral,33.0
6618,2024-03-15,Organic Search,21.0
6619,2024-01-10,Organic Search,7.0
6620,2024-03-17,Google Search,3.0
6621,2024-02-22,Organic Search,37.0
6622,2024-03-19,Organic Search,32.0
6623,2024-02-27,TikTok Ads,30.0
6624,2024-02-26,Google Display,43.0
6625,25/03/2024,Google Search,5.0
6626,2023-12-15,Instagram Ads,10.0
6627,2023-12-10,Organic Search,53.0
6628,2024-03-08,Organic Search,20.0
6629,2024-01-13,Facebook Ads,22.0
6630,2024-03-15,,33.0
6631,2023-12-02,Google Search,3.0
6632,30/01/2024,,20.0
6633,2024-04-26,Google Display,24.0
6634,2024-01-23,google display,49.0
6635,2024-01-15,Organic Search,1.0
6636,2024-04-20,Direct,12.0
6637,2023-12-01,DIRECT,20.0
6638,2024-04-17,Organic Search,43.0
6639,2023-12-29,Facebook Ads,33.0
6640,2024-04-07,TikTok Ads,11.0
6641,,Referral,37.0
6642,2024-03-30,Email,1.0
6643,2024-01-13,Instgram Ads,13.0
6644,2024-04-20,Instagram Ads,48.0
6645,2024-03-26,Email,33.0
6646,2024-04-19,insta_Ads,42.0
6647,2024-02-27,Email,3.0
6648,invalid,TikTok Ads,6.0
6649,2024-01-26,Organic Search,19.0
6650,2024-02-05,Facebook Ads,35.0
6651,2024-02-07,Email,20.0
6652,2023-12-15,Organic Search,28.0
6653,2024-01-06,Google Display,41.0
6654,2024-04-29,Google Search,9.0
6655,2024-03-11,Facebook Ads,23.0
6656,2024-04-16,Instagram Ads,44.0
6657,2024-03-06,,2.0
6658,2023-12-09,Referral,29.0
6659,invalid,Google Display,31.0
6660,2023-12-16,Facebok Ads,6.0
6661,2023-12-14,TikTok Ads,13.0
6662,2024-01-06,Direct,27.0
6663,2024-03-01,Facebook Ads,13.0
6664,2024-02-01,Google Search,38.0
6665,2024-04-02,TikTok Ads,24.0
6666,2024-02-26,,7.0
6667,2024-02-25,Google Search,19.0
6668,2024-03-08,Facebook Ads,2.0
6669,2024-01-26,Direct,31.0
6670,2023-12-12,Direct,42.0
6671,2024-02-18,Direct,20.0
6672,2024-01-02,Referral,44.0
6673,21/04/2024,Instagram Ads,7.0
6674,05/03/2024,Referral,50.0
6675,2024-02-15,Organic  Search,17.0
6676,2023-12-03,TikTok Ads,13.0
6677,2024-03-15,TikTok Ads,1.0
6678,2024-04-15,DIRECT,6.0
6679,2024-01-14,Referral,22.0
6680,2024-02-13,Google Search,36.0
6681,2023-12-02,Referral,49.0
6682,2024-04-02,Referral,5.0
6683,2024-03-13,Facebook Ads,6.0
6684,2024-04-07,Referral,2.0
6685,27/03/2024,TikTok Ads,41.0
6686,,referral,45.0
6687,2024-01-24,,42.0
6688,2024-02-15,Organic Search,50.0
6689,2024-03-24,Email,11.0
6690,2024-04-13,Email,25.0
6691,2024-04-03,Referral,16.0
6692,,EMAIL,50.0
6693,2024-03-07,Email,16.0
6694,invalid,Direct,2.0
6695,2024-04-13,Instagram Ads,41.0
6696,2024-01-06,Google Search,5.0
6697,2024-01-10,Instagram Ads,49.0
6698,2024-01-18,Email,10.0
6699,2024-01-10,Instagram Ads,12.0
6700,2024-01-27,Direct,1.0
6701,2024-01-20,insta_Ads,23.0
6702,2024-01-16,Referral,9.0
6703,2024-04-06,Referral,15.0
6704,2024-03-21,Referral,43.0
6705,2024-02-15,Referral,22.0
6706,2024-02-26,Referral,13.0
6707,2024-01-13,facebook ads,33.0
6708,2024-04-29,Google Search,40.0
6709,2024-03-14,TikTok Ads,35.0
6710,2024-03-09,Email,6.0
6711,2024-01-22,TikTok Ads,9.0
6712,2024-03-26,Referral,6.0
6713,2024-03-10,Email,10.0
6714,2024-04-19,Direct,1.0
6715,2024-02-26,,44.0
6716,2023-12-04,Google Display,50.0
6717,2024-02-18,Google Search,25.0
6718,2024-01-21,tiktok ads,33.0
6719,20/02/2024,TikTok Ads,37.0
6720,invalid,TikTok Ads,4.0
6721,2024-03-13,Google  Display,41.0
6722,2024-04-17,Email,42.0
6723,19/04/2024,Email,41.0
6724,2023-12-12,Direct,53.0
6725,2024-03-14,organic search,51.0
6726,2024-04-22,Referral,26.0
6727,2024-01-27,Instagram Ads,33.0
6728,23/02/2024,Google Display,43.0
6729,2024-03-07,Organic Search,30.0
6730,2024-03-22,Direct,39.0
6731,18/12/2023,Email,52.0
6732,2024-01-16,Instagram Ads,30.0
6733,2024-03-23,Direct ,8.0
6734,2023-12-15,Google Search,17.0
6735,2024-04-23,Organic Search,31.0
6736,2024-01-08,Google Search,50.0
6737,2024-04-11,Referral,30.0
6738,2024-01-26,TikTok Ads,41.0
6739,2024-04-03,Referral,11.0
6740,2024-02-29,TikTok Ads,6.0
6741,2024-01-12,Organic Search,38.0
6742,2024-01-19,Direct,22.0
6743,2024-03-15,Referral,14.0
6744,2023-12-17,,51.0
6745,2023-12-12,insta_Ads,25.0
6746,2024-02-13,Google Search,7.0
6747,2024-02-08,Direct,48.0
6748,2024-02-16,TikTok Ads,24.0
6749,28/04/2024,google display,53.0
6750,,Google Display,41.0
6751,2024-02-13,Referral,17.0
6752,2023-12-13,TikTok Ads,11.0
6753,invalid,Facebook Ads,4.0
6754,2024-04-10,Organic Search,20.0
6755,2024-01-16,Organic Search,48.0
6756,,Google  Display,32.0
6757,2024-01-09,TikTok Ads,35.0
6758,2023-12-27,TikTok Ads,47.0
6759,2023-12-27,Google Display,3.0
6760,2023-12-15,Instagram Ads,51.0
6761,2024-03-22,Google Search,25.0
6762,2024-03-31,Facebook Ads,16.0
6763,2024-01-08,Direct ,52.0
6764,21/02/2024,Organic Search,9.0
6765,,google display,40.0
6766,2024-01-07,tiktok ads,5.0
6767,2023-12-28,Instagram Ads,54.0
6768,2024-04-10,TicTok Ads,52.0
6769,2024-03-31,Organic Search,7.0
6770,20/12/2023,Direct,53.0
6771,,Instagram Ads,38.0
6772,2024-04-03,Email,20.0
6773,2024-03-13,Google Display,12.0
6774,2024-04-13,Google Display,18.0
6775,2024-02-27,,39.0
6776,invalid,Instagram Ads,1.0
6777,2024-04-19,Direct,41.0
6778,2024-03-21,Direct,37.0
6779,2023-12-02,referral,23.0
6780,2024-03-08,Direct,37.0
6781,2023-12-05,TikTok Ads,12.0
6782,2024-03-18,Direct,21.0
6783,2024-02-28,Instagram Ads,29.0
6784,2024-04-11,Google Display,6.0
6785,2024-02-05,Organic Search,41.0
6786,2024-02-10,Organic Search,48.0
6787,2023-12-08,Instagram Ads,13.0
6788,2023-12-12,Referral,52.0
6789,2024-03-12,,43.0
6790,2024-04-19,Referral,40.0
6791,2023-12-28,Organic Search,14.0
6792,2024-03-22,TikTok Ads,27.0
6793,2024-03-10,Organic Search,2.0
6794,2024-01-10,Google Display,30.0
6795,2024-04-26,Organic Search,19.0
6796,2023-12-23,Google Display,13.0
6797,2024-01-05,TikTok Ads,8.0
6798,2024-04-22,Google Search,27.0
6799,2024-02-07,Organic Search,51.0
6800,2024-01-10,,12.0
6801,2024-01-09,Direct,11.0
6802,2024-03-05,direct,53.0
6803,2023-12-13,TikTok Ads,48.0
6804,2024-03-27,Googel Display,49.0
6805,invalid,Email,33.0
6806,2024-04-01,Google Display,31.0
6807,2023-12-24,Google Display,24.0
6808,2023-12-27,GOOGLE DISPLAY,30.0
6809,2024-02-13,Referral,40.0
6810,2024-01-11,Instagram Ads,2.0
6811,2024-02-19,direct,45.0
6812,2023-12-15,Referral,12.0
6813,2024-04-14,Email,6.0
6814,2024-03-25,ORGANIC_SEARCH,50.0
6815,invalid,Facebook Ads,40.0
6816,,,14.0
6817,2024-04-03,Instagram Ads,10.0
6818,2024-03-11,Organic Search,26.0
6819,2024-01-31,ORGANIC_SEARCH,6.0
6820,2024-02-15,Google Search,46.0
6821,,,22.0
6822,2024-02-27,Facebook Ads,40.0
6823,2024-04-21,Instagram Ads,1.0
6824,2023-12-28,EMAIL,30.0
6825,2024-03-20,Direct,50.0
6826,2023-12-20,referal,25.0
6827,2024-01-02,Google Search,43.0
6828,2023-12-17,Google Search,6.0
6829,2024-02-24,Direct ,17.0
6830,2024-04-08,TikTok Ads,3.0
6831,2024-04-28,organic search,33.0
6832,2024-01-11,Organic Search,49.0
6833,2023-12-12,Google Search,35.0
6834,2024-04-27,email,1.0
6835,2023-12-07,insta_Ads,12.0
6836,2024-03-24,Referral,30.0
6837,2024-03-14,Instagram Ads,25.0
6838,2023-12-01,Instagram Ads,20.0
6839,2024-03-03,TikTok Ads,32.0
6840,2024-01-19,Direct,51.0
6841,2024-03-18,Email,12.0
6842,2024-03-22,insta_Ads,24.0
6843,2023-12-11,,999.0
6844,2024-03-05,TikTok Ads,31.0
6845,2024-01-03,Referral,22.0
6846,2023-12-30,Email,31.0
6847,2024-01-03,eMail,30.0
6848,2023-12-23,Facebook Ads,24.0
6849,2024-03-29,Referral,31.0
6850,,TikTok Ads,14.0
6851,,Google Search,3.0
6852,2024-02-29,organic search,14.0
6853,2024-03-25,,21.0
6854,2024-02-18,google search,30.0
6855,2024-04-10,ORGANIC_SEARCH,50.0
6856,2024-04-16,,19.0
6857,2024-03-28,Facebook Ads,37.0
6858,2024-03-13,referal,5.0
6859,2024-02-09,Referral,43.0
6860,2024-03-08,Referral,25.0
6861,2024-01-30,TikTok Ads,50.0
6862,2024-01-01,instagram ads,36.0
6863,2024-02-18,Facebok Ads,53.0
6864,2024-01-11,Organic Search,16.0
6865,2024-03-31,Referral,11.0
6866,2024-03-05,organic search,2.0
6867,2024-02-19,Instagram Ads,6.0
6868,2024-04-27,Direct,15.0
6869,2024-04-24,Instagram Ads,34.0
6870,2024-02-18,Facebook Ads,17.0
6871,2024-03-25,organic search,8.0
6872,2023-12-13,Direct,20.0
6873,2024-03-24,Google Search,46.0
6874,2023-12-02,REFERRAL,13.0
6875,2024-02-14,Instagram Ads,34.0
6876,2024-02-12,Google Search,42.0
6877,2024-02-22,Referral,48.0
6878,2024-04-29,TikTok Ads,13.0
6879,2024-01-18,Google Display,6.0
6880,2024-02-04,referral,38.0
6881,2024-04-26,Google Display,38.0
6882,2024-01-26,ORGANIC_SEARCH,0.0
6883,2023-12-06,Direct,50.0
6884,,Google Display,9.0
6885,2024-03-12,Direct,33.0
6886,2024-04-25,insta_Ads,17.0
6887,2024-03-28,Organic Search,49.0
6888,,Email,54.0
6889,,TikTok Ads,43.0
6890,2024-04-13,Google Display,36.0
6891,invalid,TikTok Ads,28.0
6892,2024-01-21,Organic  Search,41.0
6893,invalid,Google Search,33.0
6894,2024-04-27,Instagram Ads,26.0
6895,2024-04-24,google display,17.0
6896,2024-03-10,Instagram Ads,19.0
6897,2024-03-07,TikTok Ads,44.0
6898,2024-04-28,Facebook Ads,0.0
6899,2024-03-08,Direct,36.0
6900,06/12/2023,Instagram Ads,22.0
6901,2024-01-15,Referral,13.0
6902,2023-12-13,Email,19.0
6903,2023-12-23,Referral,36.0
6904,2024-04-06,Direct,37.0
6905,2024-03-17,Email,2.0
6906,2024-03-13,DIRECT,26.0
6907,2024-04-06,Google Display,52.0
6908,2024-03-02,Google Search,14.0
6909,2024-04-04,Google Display,13.0
6910,2024-04-11,Google Search,25.0
6911,2024-02-22,TikTok Ads,29.0
6912,2024-03-08,Organic Search,6.0
6913,2024-02-24,Direct,44.0
6914,2024-02-23,Referral,51.0
6915,2024-03-25,Referral,13.0
6916,2024-04-25,Instgram Ads,48.0
6917,2024-04-11,Facebook Ads,7.0
6918,2024-04-12,Instagram Ads,23.0
6919,2024-03-29,Facebook Ads,44.0
6920,2024-03-03,Google Search,
6921,2024-02-11,Facebook Ads,21.0
6922,2023-12-10,Organic Search,46.0
6923,2024-03-28,Organic Search,50.0
6924,2024-01-26,google-Search,4.0
6925,2024-01-26,organic search,43.0
6926,invalid,Instagram Ads,2.0
6927,2024-03-06,Email,19.0
6928,2024-04-07,Google Display,30.0
6929,,Google Display,48.0
6930,,Google Search,31.0
6931,invalid,TikTok Ads,43.0
6932,2024-01-03,Google  Display,21.0
6933,2024-03-14,Email,20.0
6934,2024-02-04,,9.0
6935,2024-01-12,Direct,18.0
6936,2024-04-14,Google Display,49.0
6937,2024-04-05,referal,999.0
6938,2024-04-21,Direct,2.0
6939,2023-12-08,Instagram Ads,25.0
6940,2024-03-13,Referral,2.0
6941,2024-02-19,Google Display,999.0
6942,2024-04-12,ORGANIC_SEARCH,17.0
6943,2024-04-18,Facebok Ads,1.0
6944,2024-03-10,Instagram Ads,17.0
6945,2024-04-12,,27.0
6946,2024-04-12,Organic Search,43.0
6947,2024-03-02,Instagram Ads,20.0
6948,2024-01-20,Facebook Ads,15.0
6949,2024-01-08,TikTok Ads,9.0
6950,2024-01-04,EMAIL,17.0
6951,2024-02-17,Referral,43.0
6952,03/02/2024,Referral,48.0
6953,2024-03-04,TikTok Ads,4.0
6954,2024-02-06,Facebook Ads,30.0
6955,03/02/2024,Referral,5.0
6956,2024-03-09,Instagram Ads,42.0
6957,2023-12-13,Organic Search,21.0
6958,2024-04-03,Referral,31.0
6959,2024-04-29,,46.0
6960,2023-12-16,Referral,16.0
6961,2023-12-28,Google Search,34.0
6962,2024-03-08,TikTok Ads,37.0
6963,2024-01-10,Instagram Ads,45.0
6964,2023-12-26,Organic Search,12.0
6965,2023-12-02,Google Search,7.0
6966,2024-03-16,Organic Search,7.0
6967,2024-01-11,Referral,49.0
6968,09/02/2024,Facebook Ads,17.0
6969,2024-01-20,EMAIL,50.0
6970,2024-02-02,TikTok Ads,20.0
6971,,Direct,31.0
6972,2023-12-15,Email,8.0
6973,2024-01-21,Google Search,11.0
6974,2024-02-03,Facebook Ads,41.0
6975,2024-01-07,Referral,47.0
6976,2024-01-23,Google Search,3.0
6977,2024-01-17,referral,7.0
6978,2024-02-02,,46.0
6979,2024-01-11,Facebook Ads,15.0
6980,2024-04-07,ORGANIC_SEARCH,34.0
6981,25/01/2024,Instagram Ads,16.0
6982,2024-02-22,Direct,3.0
6983,invalid,Google Search,31.0
6984,2023-12-15,Direct ,40.0
6985,2024-01-26,Instagram Ads,48.0
6986,invalid,TikTok Ads,12.0
6987,2024-03-11,insta_Ads,48.0
6988,2023-12-06,Google Display,39.0
6989,2024-02-20,Facebok Ads,53.0
6990,2024-01-02,Google Search,3.0
6991,,Organic Search,23.0
6992,2023-12-27,Referral,16.0
6993,2023-12-24,Direct ,53.0
6994,2023-12-19,Instagram Ads,31.0
6995,2023-12-14,Direct,11.0
6996,invalid,TikTok Ads,49.0
6997,2024-01-23,Organic Search,46.0
6998,2024-01-26,Instagram Ads,46.0
6999,2023-12-15,Facebook Ads,53.0
7000,2024-02-07,direct,15.0
7001,2024-03-25,Facebook Ads,53.0
7002,2024-02-04,fb_ads,40.0
7003,2024-03-30,Facebook Ads,37.0
7004,2023-12-10,referral,21.0
7005,2023-12-21,Google Display,10.0
7006,2024-03-16,GOOGLE SEARCH,13.0
7007,2024-03-18,tiktok ads,24.0
7008,19/03/2024,google search,41.0
7009,2024-04-28,Facebok Ads,15.0
7010,2024-04-12,Instagram Ads,33.0
7011,2024-02-02,Instagram Ads,1.0
7012,2024-03-22,Google Search,27.0
7013,2024-02-27,Facebook Ads,35.0
7014,2024-04-28,TikTok Ads,19.0
7015,2024-01-05,,0.0
7016,21/12/2023,Google Display,23.0
7017,2024-01-03,Organic Search,23.0
7018,2023-12-09,Google Search,51.0
7019,2024-02-16,Email,35.0
7020,2024-01-22,Organic Search,18.0
7021,2024-01-20,Instagram Ads,12.0
7022,2023-12-28,Email,54.0
7023,2024-03-22,Referral,30.0
7024,2024-01-05,GOOGLE DISPLAY,37.0
7025,2024-02-16,Google Search,23.0
7026,2024-02-10,Direct,46.0
7027,2024-03-08,Referral,8.0
7028,17/02/2024,Google Display,46.0
7029,2024-01-03,Instagram Ads,1.0
7030,2024-03-14,TikTok Ads,35.0
7031,10/04/2024,Organic Search,6.0
7032,09/04/2024,TikTok Ads,4.0
7033,,Google Search,32.0
7034,2023-12-23,Instagram Ads,27.0
7035,,Google Display,52.0
7036,2024-04-18,Organic Search,34.0
7037,20/02/2024,Facebook Ads,37.0
7038,2024-01-20,google display,29.0
7039,invalid,TikTok Ads,20.0
7040,2024-03-11,Instagram Ads,46.0
7041,2023-12-22,Instagram Ads,45.0
7042,2024-04-13,Email,16.0
7043,2023-12-06,Direct,43.0
7044,2024-04-14,GOOGLE DISPLAY,22.0
7045,2024-02-12,TikTok Ads,53.0
7046,2023-12-02,Referral,42.0
7047,2024-03-20,TikTok Ads,22.0
7048,2024-04-27,Organic Search,5.0
7049,2024-02-09,Referral,7.0
7050,2024-04-25,Direct,47.0
7051,2024-01-16,,30.0
7052,2023-12-08,,12.0
7053,2024-04-18,Instagram Ads,15.0
7054,2024-04-06,Facebok Ads,38.0
7055,2024-02-07,TikTok Ads,40.0
7056,25/04/2024,,23.0
7057,2024-04-27,Direct,20.0
7058,2023-12-30,Google Display,21.0
7059,2024-03-29,Referral,10.0
7060,2024-04-29,,20.0
7061,2024-03-07,Instagram Ads,41.0
7062,2023-12-27,Instgram Ads,0.0
7063,28/02/2024,Organic Search,4.0
7064,2024-03-05,Facebook Ads,24.0
7065,2024-03-23,,41.0
7066,2023-12-21,Email,6.0
7067,invalid,,38.0
7068,2024-04-08,Direct,0.0
7069,2024-03-03,Gogle Search,3.0
7070,2024-01-12,Referral,44.0
7071,17/02/2024,Email,14.0
7072,07/04/2024,Email,18.0
7073,2023-12-20,Organic Search,1.0
7074,2024-02-23,,44.0
7075,2024-03-15,Facebook Ads,8.0
7076,2024-01-29,,31.0
7077,2024-01-31,direct,34.0
7078,2024-04-10,Referral,49.0
7079,2023-12-17,Google Search,33.0
7080,2023-12-14,direct,26.0
7081,2023-12-07,google display,10.0
7082,invalid,Google Display,23.0
7083,2024-03-20,TikTok Ads,28.0
7084,2024-03-18,Organic Search,41.0
7085,2024-04-05,email,13.0
7086,2024-01-15,TikTok Ads,51.0
7087,2023-12-13,Direct ,18.0
7088,2023-12-17,Referral,24.0
7089,2024-02-08,referral,28.0
7090,2024-03-20,Google Display,48.0
7091,09/04/2024,Referral,51.0
7092,2023-12-14,TikTok Ads,30.0
7093,2024-02-13,GOOGLE DISPLAY,10.0
7094,invalid,Email,18.0
7095,2023-12-19,,42.0
7096,2024-02-25,Instgram Ads,45.0
7097,2024-04-07,tiktok ads,32.0
7098,2024-01-28,FB Ads,26.0
7099,2024-02-26,Organic Search,9.0
7100,2024-04-28,google display,33.0
7101,2024-02-07,Google Display,52.0
7102,,organic search,8.0
7103,17/03/2024,Google Search,29.0
7104,2024-01-27,Email,33.0
7105,2024-01-18,tik_tok_ads,20.0
7106,2024-01-15,Facebook Ads,46.0
7107,2024-02-05,Direct,6.0
7108,2024-03-04,direct,34.0
7109,06/03/2024,DIRECT,45.0
7110,2024-02-07,Direct,49.0
7111,2024-03-25,Facebook Ads,21.0
7112,2024-03-02,Referral,8.0
7113,2024-01-11,Organic Search,43.0
7114,01/02/2024,Google Search,43.0
7115,2024-02-25,TikTok Ads,20.0
7116,2024-02-09,Direct,39.0
7117,,ORGANIC_SEARCH,49.0
7118,2024-02-24,TikTok Ads,53.0
7119,2024-01-27,Email,49.0
7120,2024-02-18,Organic Search,30.0
7121,2024-02-09,Organic Search,8.0
7122,2023-12-10,Google Display,10.0
7123,2024-03-18,Google Display,29.0
7124,2024-02-29,Facebook Ads,43.0
7125,2024-03-10,Instagram Ads,31.0
7126,2024-03-18,Organic Search,53.0
7127,2023-12-30,Instagram Ads,13.0
7128,2023-12-15,Instagram Ads,25.0
7129,2024-04-24,Facebook Ads,49.0
7130,,Googel Search,11.0
7131,2024-01-12,Email,43.0
7132,2024-04-03,Google Search,5.0
7133,2024-01-26,Google Search,3.0
7134,2024-01-01,,3.0
7135,2024-02-17,,52.0
7136,2024-03-10,,49.0
7137,2024-01-02,email,8.0
7138,2024-02-15,Direct,41.0
7139,2024-03-30,Direct,16.0
7140,2024-01-26,Email,5.0
7141,2023-12-25,Google Search,40.0
7142,2024-01-07,Google Display,33.0
7143,2024-03-20,Referral,41.0
7144,2024-04-04,Email,38.0
7145,2024-03-12,Google  Search,48.0
7146,2024-02-16,Email,53.0
7147,2024-04-18,Facebook Ads,10.0
7148,2024-04-12,Instagram Ads,25.0
7149,2024-02-22,Google Search,26.0
7150,2024-02-08,Google Display,12.0
7151,2024-04-10,Google Search,20.0
7152,2024-02-20,Organic Search,5.0
7153,02/04/2024,Organic Search,8.0
7154,11/01/2024,TikTok Ads,25.0
7155,2024-02-14,Email,4.0
7156,2024-03-20,referral,51.0
7157,2024-01-01,Instagram Ads,9.0
7158,2024-01-02,Facebook Ads,47.0
7159,2024-04-10,Direct,25.0
7160,2024-04-28,facebook ads,41.0
7161,2024-01-26,eMail,26.0
7162,,Instagram Ads,32.0
7163,2024-02-19,DIRECT,32.0
7164,2024-02-29,EMAIL,22.0
7165,,Organic Search,0.0
7166,2024-02-19,Email,19.0
7167,2024-03-11,Google Search,8.0
7168,2024-02-15,,50.0
7169,2024-04-22,Google Display,24.0
7170,2024-02-03,Instagram Ads,0.0
7171,2024-04-24,Instagram Ads,20.0
7172,2024-02-06,Referral,52.0
7173,2024-01-25,facebook ads,51.0
7174,2024-03-22,Organic Search,7.0
7175,2024-03-20,Direct,24.0
7176,2024-04-07,Facebook Ads,29.0
7177,2024-04-20,google search,41.0
7178,2024-02-18,Google Search,16.0
7179,2024-03-16,,14.0
7180,2024-04-21,direct,41.0
7181,2024-02-20,Google Search,35.0
7182,2024-01-29,Instagram Ads,34.0
7183,2023-12-25,Instagram Ads,19.0
7184,invalid,Instagram Ads,8.0
7185,2023-12-07,Referral,19.0
7186,2024-01-10,Referral,30.0
7187,2024-04-01,Direct,13.0
7188,2024-01-26,Organic Search,37.0
7189,2024-02-04,Google Search,33.0
7190,2024-04-21,Google Display,3.0
7191,2024-01-29,Direct,28.0
7192,2024-01-23,,18.0
7193,2024-03-10,organic search,11.0
7194,2024-02-04,Google Search,45.0
7195,2024-03-15,eMail,10.0
7196,2024-03-19,Instagram Ads,7.0
7197,2024-02-10,Google Display,23.0
7198,2024-03-19,fb_ads,25.0
7199,2024-02-06,Organic Search,30.0
7200,12/04/2024,Google Search,35.0
7201,2024-03-05,Google Display,19.0
7202,2024-02-21,Email,18.0
7203,2023-12-30,referral,31.0
7204,2023-12-11,Organic Search,47.0
7205,2024-04-26,Google Display,5.0
7206,2024-04-04,Google Search,47.0
7207,,Google  Search,47.0
7208,2024-03-06,Google Search,24.0
7209,2024-01-17,,5.0
7210,invalid,Instgram Ads,43.0
7211,2024-04-27,,41.0
7212,2024-02-09,,40.0
7213,2024-03-22,Direct,32.0
7214,invalid,Google Search,28.0
7215,2024-01-27,TikTok Ads,43.0
7216,2024-03-30,TikTok Ads,40.0
7217,2024-01-05,Google Display,49.0
7218,2024-01-24,TikTok Ads,29.0
7219,2024-01-12,Direct,18.0
7220,2024-01-10,Referral,34.0
7221,2024-01-28,Google Display,10.0
7222,16/12/2023,Referral,26.0
7223,2023-12-13,Email,49.0
7224,2024-04-11,insta_Ads,50.0
7225,2024-01-21,email,49.0
7226,2024-01-11,TikTok Ads,9.0
7227,2024-03-29,,19.0
7228,2023-12-25,Google Display,19.0
7229,,Google Display,31.0
7230,2024-01-10,REFERRAL,25.0
7231,2024-01-12,Facebook Ads,44.0
7232,2024-01-11,Referral,6.0
7233,2024-03-20,Facebook Ads,34.0
7234,2023-12-15,Organic Search,10.0
7235,,TikTok Ads,25.0
7236,2024-04-17,Email,42.0
7237,2024-02-03,Referral,7.0
7238,,Direct,53.0
7239,2024-01-24,Direct,39.0
7240,2023-12-27,TikTok Ads,34.0
7241,2023-12-11,REFERRAL,30.0
7242,22/02/2024,Organic Search,22.0
7243,2024-02-01,Google Search,47.0
7244,2024-04-25,Googel Search,14.0
